""	10
"crawl"	1
"crawled"	3
"crawls"	2
"crayola"	1
"craze"	1
"crazy"	19
"cream"	1
"create"	32
"created"	27
"creates"	7
"creating"	12
"creation"	5
"creations"	1
"creative"	6
"creativity"	2
"creator"	6
"creators"	1
"creature"	4
"credentials"	1
"credibility"	2
"credible"	4
"credibly"	1
"credit"	23
"credited"	7
"creditors"	10
"credits"	4
"credulity"	1
"creek"	4
"creepy"	3
"creighton"	1
"cremate"	1
"creole"	1
"crept"	1
"crest"	2
"cresting"	1
"crests"	3
"crew"	9
"crewmen"	1
"crews"	2
"crib"	1
"cribbed"	1
"crichton"	1
"cricket"	13
"cricketall"	1
"cricketcameron"	1
"cricketdavid"	1
"cried"	4
"crime"	46
"crimea"	6
"crimes"	15
"criminal"	85
"criminally"	5
"criminals"	9
"criminologist"	1
"crimping"	1
"cringe"	2
"cringed"	1
"crippling"	1
"crises"	4
"crisis"	24
"crisp"	5
"crista"	1
"cristie"	1
"criteria"	2
"criterion"	2
"critic"	19
"critical"	25
"critically"	8
"criticised"	1
"criticism"	18
"criticisms"	2
"criticize"	4
"criticized"	18
"criticizing"	3
"critics"	23
"critique"	4
"critiqued"	1
"critiques"	1
"croatia"	1
"croc"	1
"croce"	1
"crocker"	1
"crocodiles"	2
"crocs"	1
"cromwell"	1
"crook"	1
"crooked"	1
"crookedly"	1
"croon"	1
"crooned"	1
"crop"	1
"cropped"	1
"crosby"	2
"cross"	32
"crossbar"	1
"crossbow"	4
"crossed"	12
"crosses"	3
"crossfire"	1
"crossing"	4
"crossings"	1
"crosson"	1
"crossover"	2
"crossword"	31
"crosswords"	4
"crouched"	2
"crouching"	1
"crow"	6
"crowbar"	2
"crowd"	72
"crowded"	9
"crowder"	4
"crowds"	20
"crowe"	2
"crown"	2
"crowns"	2
"crucial"	14
"crucially"	1
"crucified"	1
"crucifixes"	1
"crucifixion"	6
"cruddas"	1
"crude"	3
"cruel"	2
"cruelly"	1
"cruelties"	1
"cruelty"	2
"cruise"	4
"cruiser"	5
"crumbling"	1
"crump"	28
"crumpled"	1
"crumps"	1
"crumpton"	1
"crunch"	1
"crunches"	1
"crunching"	1
"crusade"	4
"crush"	2
"crushed"	4
"crushing"	1
"crust"	1
"crutches"	1
"crux"	1
"cruz"	53
"cruzes"	1
"cruzs"	3
"cry"	5
"cryan"	1
"cryer"	1
"crying"	4
"cryptic"	2
"cryptocurrency"	1
"cryptodad"	1
"crystal"	4
"crystalline"	1
"csi"	1
"csra"	1
"ct"	2
"cte"	1
"cuba"	9
"cuban"	10
"cubans"	1
"cubist"	3
"cubs"	20
"cuddle"	2
"cue"	1
"cues"	2
"cuffed"	1
"culbertson"	1
"culinary"	2
"culminated"	2
"culminating"	1
"culmination"	2
"culpa"	1
"culpable"	1
"culprit"	1
"culprits"	1
"cult"	3
"cultivate"	1
"cultivated"	2
"cultivation"	1
"cultural"	16
"culturally"	3
"culture"	27
"culturel"	1
"culver"	3
"cunning"	1
"cunningham"	4
"cuomo"	17
"cup"	7
"cupped"	1
"cups"	2
"curated"	1
"curative"	1
"curator"	2
"curb"	6
"curbed"	1
"curbelo"	2
"curbing"	1
"curdling"	1
"cure"	2
"curiosity"	1
"curious"	6
"curl"	1
"curls"	2
"curran"	1
"currencies"	1
"currency"	5
"current"	51
"currently"	13
"currents"	2
"curriculum"	1
"curry"	12
"currys"	2
"cursed"	3
"cursing"	1
"cursory"	1
"curtail"	3
"curtails"	1
"curtain"	4
"curtains"	1
"curtis"	5
"cushion"	2
"cushman"	2
"cusp"	1
"cussler"	1
"custard"	1
"custer"	24
"custody"	7
"customary"	1
"customer"	15
"customercare"	1
"customers"	18
"customized"	2
"customs"	3
"cut"	63
"cutaway"	1
"cute"	6
"cutest"	1
"cuts"	16
"cutthroat"	1
"cutting"	15
"cuyahoga"	1
"cvs"	2
"cyberattack"	1
"cycle"	8
"cyclone"	1
"cymbal"	1
"cynical"	3
"cynicism"	1
"cynics"	3
"cynthia"	11
"cyrano"	1
"cyrus"	4
"czech"	1
"czechoslovakia"	1
"da"	16
"dabadie"	1
"daca"	3
"dad"	9
"daddario"	2
"daddy"	6
"dade"	2
"dads"	1
"daesh"	1
"daft"	1
"dagger"	1
"dahl"	1
"dahlberg"	2
"dahlonega"	5
"dahn"	1
"dailey"	2
"daily"	42
"daimler"	1
"dairy"	1
"dais"	2
"daisies"	2
"dakmak"	2
"dakota"	3
"daley"	4
"dalkey"	1
"dallas"	27
"dalton"	1
"daly"	2
"damage"	8
"damaged"	1
"damages"	10
"dambrosio"	5
"dame"	40
"dames"	3
"damian"	4
"damien"	4
"damiencave"	1
"damion"	1
"damn"	2
"damned"	1
"damning"	1
"damon"	1
"damour"	2
"damp"	1
"dampen"	1
"dampened"	2
"dampening"	1
"damper"	1
"damron"	1
"dan"	18
"dana"	10
"danbury"	1
"dance"	8
"danced"	1
"dancer"	1
"dancing"	6
"danes"	1
"danger"	10
"dangerfield"	11
"dangerous"	34
"dangerously"	1
"dangers"	4
"daniel"	25
"daniela"	2
"danielle"	1
"daniels"	11
"danielsen"	2
"danish"	3
"dannel"	1
"danny"	10
"dante"	3
"dantoni"	3
"dantonis"	1
"danvers"	4
"darby"	6
"darcie"	1
"darcy"	1
"darger"	1
"dargis"	4
"dario"	2
"dark"	28
"darkened"	4
"darkens"	1
"darker"	1
"darling"	2
"darn"	1
"darrell"	13
"darren"	1
"darted"	1
"darwin"	2
"dasgupta"	3
"dash"	3
"dashboard"	9
"dashcam"	3
"dashed"	1
"data"	78
"database"	2
"datafolha"	1
"datbtrue"	2
"date"	31
"dateline"	1
"dates"	9
"dating"	17
"daughter"	34
"daughters"	3
"daum"	1
"daume"	1
"daunting"	1
"dave"	7
"davenport"	1
"david"	77
"davidson"	6
"davila"	2
"davis"	20
"dawn"	9
"dawna"	1
"dawns"	1
"dawnya"	1
"dawson"	1
"day"	316
"dayage"	1
"daybreak"	2
"daylight"	5
"daylong"	3
"days"	152
"dayton"	3
"dazzled"	1
"dazzling"	1
"de"	31
"deaaron"	1
"deactivated"	2
"dead"	63
"deadlier"	1
"deadliest"	5
"deadline"	1
"deadlines"	2
"deadlocked"	1
"deadly"	50
"deadpan"	1
"deaf"	4
"deal"	79
"dealbook"	3
"dealer"	3
"dealers"	2
"dealership"	1
"dealing"	8
"dealings"	1
"dealmaking"	1
"deals"	7
"dealt"	7
"dean"	10
"deandre"	5
"deandres"	1
"dear"	6
"death"	168
"deathbed"	1
"deaths"	27
"deaththe"	1
"deb"	3
"debacle"	3
"debatable"	1
"debate"	64
"debated"	2
"debates"	7
"debating"	2
"debbie"	1
"debell"	1
"debessonet"	1
"debilitating"	1
"deblingermonroe"	1
"deborah"	2
"debra"	3
"debt"	11
"debtload"	1
"debts"	2
"debut"	14
"debuted"	1
"debuts"	2
"dec"	11
"decade"	28
"decadent"	1
"decades"	50
"decapitated"	1
"decapitation"	1
"decay"	3
"deceased"	1
"deceaseds"	1
"december"	24
"decency"	3
"decennial"	2
"decent"	2
"deception"	1
"decide"	18
"decided"	35
"decidedly"	1
"decides"	1
"deciding"	5
"decipher"	2
"decipherable"	1
"decision"	88
"decisionchicago"	1
"decisions"	30
"decisive"	6
"decisively"	2
"deck"	10
"decked"	2
"declaration"	3
"declaratives"	1
"declare"	3
"declared"	22
"declares"	2
"declaring"	7
"decline"	11
"declined"	44
"declines"	1
"declining"	3
"decomposition"	2
"decorated"	1
"decorative"	2
"decoursey"	11
"decourseys"	2
"decoys"	1
"decreased"	3
"decreases"	1
"decree"	6
"decrepitude"	1
"decried"	1
"decriminalize"	1
"decriminalized"	1
"decry"	1
"decuir"	2
"dedicated"	10
"dedicating"	1
"dedication"	3
"dedmon"	1
"dedrick"	1
"deduced"	1
"deductible"	1
"dee"	1
"deed"	1
"deeded"	1
"deeds"	1
"deem"	1
"deemed"	10
"deep"	42
"deepen"	1
"deepening"	1
"deeper"	11
"deeply"	24
"deer"	1
"deerfield"	1
"def"	1
"default"	2
"defeat"	19
"defeated"	16
"defeating"	2
"defeats"	2
"defect"	2
"defective"	1
"defectors"	1
"defects"	1
"defence"	1
"defend"	23
"defendant"	12
"defendants"	13
"defended"	5
"defender"	5
"defenders"	13
"defending"	20
"defense"	145
"defenseless"	2
"defenseman"	2
"defenses"	5
"defensible"	1
"defensive"	23
"defensively"	14
"deferred"	2
"defiance"	1
"defiant"	4
"defiantly"	1
"defibrillator"	1
"deficiencies"	1
"deficit"	28
"deficits"	6
"defies"	1
"define"	7
"defined"	10
"defines"	2
"defining"	4
"definite"	1
"definitely"	37
"definition"	12
"definitions"	1
"definitive"	1
"definitively"	2
"deflating"	1
"deflected"	1
"deflections"	1
"deft"	2
"deftly"	1
"defunct"	1
"defuse"	2
"defy"	2
"degas"	2
"degenerated"	2
"degenerative"	1
"degeneres"	2
"degrade"	1
"degrades"	1
"degrading"	1
"degree"	35
"degrees"	14
"dehorsification"	1
"deitsch"	3
"deity"	1
"dejounte"	2
"dekalb"	13
"dekalbs"	4
"dekeiya"	1
"del"	10
"delaney"	5
"delaqu\u00e9ri\u00e8re"	1
"delaurier"	1
"delaware"	6
"delay"	5
"delayed"	5
"delaying"	2
"delays"	3
"delci"	2
"delegate"	5
"delegates"	2
"delegation"	2
"delenda"	1
"delete"	2
"deleted"	3
"delgado"	1
"delhi"	1
"deliberate"	5
"deliberated"	4
"deliberately"	4
"deliberating"	5
"deliberation"	2
"deliberations"	10
"delicate"	2
"delicately"	2
"delicious"	2
"delight"	7
"delighted"	2
"delightful"	2
"delinquents"	1
"deliver"	13
"delivered"	28
"deliveries"	1
"delivering"	3
"delivers"	1
"delivery"	5
"dell"	4
"delmonico"	1
"delorean"	1
"delray"	1
"delta"	11
"deltas"	1
"deluge"	1
"delusion"	1
"delusional"	1
"delusions"	2
"delve"	2
"delves"	1
"demaine"	1
"demand"	42
"demanded"	18
"demanding"	17
"demands"	6
"demar"	2
"demarcations"	1
"demarcus"	4
"demarre"	1
"demean"	2
"demeaning"	1
"demeo"	4
"demetra"	2
"demi"	1
"demilitarized"	1
"demille"	2
"demise"	2
"democracies"	1
"democracy"	23
"democrat"	31
"democratic"	92
"democrats"	65
"demographic"	3
"demographics"	4
"demography"	2
"demolition"	1
"demonizing"	1
"demonstrate"	10
"demonstrated"	12
"demonstrates"	3
"demonstrating"	2
"demonstration"	10
"demonstrations"	34
"demonstrators"	48
"demoralizing"	1
"demote"	1
"demurred"	2
"den"	2
"deng"	1
"denham"	1
"denhollander"	2
"deniability"	6
"denial"	2
"denials"	7
"denied"	30
"denies"	5
"denim"	1
"denis"	1
"denislav"	1
"denmark"	1
"denning"	1
"dennis"	3
"denote"	1
"denouement"	1
"denounce"	1
"denounced"	8
"denouncing"	3
"dense"	1
"densely"	1
"density"	2
"denunciation"	2
"denunciations"	1
"denver"	19
"denverwhy"	1
"deny"	20
"denying"	6
"denzel"	4
"dep\u00eache"	1
"departed"	2
"departing"	4
"department"	173
"departments"	23
"departs"	1
"departure"	7
"departures"	1
"depeche"	1
"depend"	5
"dependability"	1
"depended"	2
"dependence"	1
"dependent"	3
"depending"	3
"depends"	4
"depicted"	3
"depicting"	1
"depiction"	2
"depictions"	2
"depicts"	1
"deployed"	4
"deployments"	1
"deport"	1
"deportation"	1
"deportations"	1
"deported"	9
"deporting"	1
"deposited"	1
"deposition"	3
"depot"	2
"depots"	3
"depravity"	1
"deprecating"	1
"depressed"	2
"depression"	13
"deprived"	3
"depth"	4
"deputies"	31
"deputy"	58
"deputys"	1
"derail"	1
"deranged"	2
"derbali"	1
"derby"	1
"derek"	5
"derided"	1
"derived"	3
"derogatory"	2
"derozan"	10
"derrick"	7
"derridean"	1
"des"	1
"descended"	2
"descending"	1
"descent"	4
"describe"	20
"described"	67
"describes"	5
"describing"	8
"description"	5
"descriptions"	1
"descriptive"	2
"desegregate"	1
"desegregation"	1
"desensitize"	1
"desert"	4
"deserted"	1
"deserts"	1
"deserve"	13
"deserved"	5
"deserves"	4
"design"	15
"designated"	3
"designed"	14
"designer"	8
"designers"	3
"designing"	2
"designs"	1
"desirability"	1
"desire"	13
"desires"	3
"desk"	10
"desks"	3
"desktop"	1
"desmond"	11
"desolate"	1
"desonta"	1
"despair"	7
"desperate"	7
"desperately"	6
"desperation"	2
"despicable"	1
"despite"	64
"despondent"	1
"dessert"	1
"destabilize"	1
"destabilized"	1
"destined"	2
"destini"	1
"destinies"	1
"destroy"	1
"destroyed"	6
"destroying"	4
"destruction"	5
"destructive"	3
"detail"	14
"detailed"	6
"detailing"	1
"details"	30
"detailthat"	1
"detain"	1
"detained"	6
"detect"	3
"detection"	1
"detective"	15
"detectives"	1
"detector"	1
"detectors"	2
"detention"	1
"deter"	4
"deterioration"	2
"determinant"	1
"determination"	4
"determine"	18
"determined"	31
"determining"	6
"deterministic"	1
"deterrent"	1
"detours"	1
"detractors"	2
"detrimental"	1
"detroit"	25
"detroitcynthia"	1
"detroitmarched"	1
"detroitwhy"	2
"deutsche"	5
"devaluation"	1
"devaluing"	1
"devante"	1
"devastated"	3
"devastating"	8
"develop"	15
"developed"	17
"developer"	1
"developers"	1
"developing"	4
"development"	14
"developments"	2
"develops"	1
"devenski"	1
"deviancy"	1
"deviation"	1
"deviations"	1
"device"	12
"devices"	23
"devil"	9
"devils"	30
"devin"	1
"devine"	4
"devious"	1
"devised"	1
"devonte"	29
"devos"	4
"devote"	3
"devoted"	4
"devotees"	1
"devotion"	5
"devotional"	1
"devout"	1
"dewan"	1
"dewayne"	1
"dez"	1
"dhs"	1
"di"	2
"diagnose"	1
"diagnosed"	3
"diagnosis"	1
"diagnostic"	1
"diagonal"	1
"diagrams"	1
"dialed"	1
"dialogue"	9
"diameter"	1
"diamond"	6
"diana"	1
"diane"	2
"dianne"	1
"diaphanous"	1
"diaries"	1
"diarrhea"	1
"diary"	1
"diatribe"	2
"diatribes"	1
"dichotomy"	1
"dick"	3
"dicks"	3
"dictate"	2
"dictated"	1
"dictating"	1
"dictators"	1
"dictatorship"	6
"didacticism"	1
"didnt"	147
"die"	31
"died"	99
"diego"	14
"diem"	2
"dien"	2
"dies"	7
"diet"	2
"difference"	28
"differences"	7
"different"	103
"differentiate"	1
"differently"	5
"difficult"	54
"difficulties"	3
"difficulty"	2
"diffuse"	2
"dig"	4
"digenova"	11
"digging"	4
"digiorgio"	3
"digit"	7
"digital"	21
"digitalize"	1
"digitally"	1
"digits"	8
"dignity"	2
"digression"	2
"digressions"	1
"digressive"	2
"digs"	1
"dihqan"	1
"dijonai"	1
"dilemma"	1
"dillard"	3
"dillards"	1
"diller"	1
"dilletantish"	1
"dilute"	1
"diluting"	1
"dime"	1
"dimension"	1
"dimensional"	5
"dimensions"	3
"diminished"	1
"diminutive"	2
"dine"	1
"dined"	1
"diners"	2
"dinged"	1
"dinh"	1
"dining"	3
"dinner"	25
"dinners"	1
"dinnerware"	1
"dino"	1
"diocesan"	1
"dion"	1
"diop"	1
"dip"	2
"diploma"	3
"diplomacy"	4
"diplomas"	1
"diplomat"	3
"diplomatic"	7
"diplomats"	16
"dipped"	1
"dippel"	1
"dipsomania"	1
"dire"	1
"direct"	10
"directed"	19
"directing"	1
"direction"	22
"directional"	1
"directions"	5
"directly"	19
"director"	89
"directorial"	1
"directors"	7
"directs"	1
"directv"	1
"dirge"	1
"dirk"	3
"dirt"	8
"dirty"	4
"disabilitiessexual"	1
"disability"	1
"disabled"	3
"disadvantage"	5
"disadvantages"	2
"disagree"	7
"disagreed"	4
"disagreeing"	1
"disagreement"	2
"disallowed"	1
"disappear"	1
"disappeared"	3
"disappearing"	1
"disappears"	1
"disappoint"	1
"disappointed"	10
"disappointing"	8
"disappointment"	5
"disapprobation"	1
"disapproved"	1
"disarm"	4
"disarmament"	1
"disarmed"	2
"disarming"	1
"disaster"	13
"disasters"	1
"disastrous"	2
"disbanded"	1
"disbursement"	1
"discard"	2
"discarded"	1
"discernable"	1
"discerning"	1
"discharged"	3
"disciple"	1
"disciplinary"	15
"discipline"	6
"disciplined"	7
"disciplining"	1
"disclose"	9
"disclosed"	4
"disclosing"	2
"disclosure"	3
"disclosures"	1
"discomfort"	2
"disconnect"	3
"disconnected"	2
"discontent"	1
"discord"	2
"discordance"	1
"discordant"	1
"discount"	3
"discounted"	3
"discourage"	1
"discouraged"	1
"discourages"	1
"discourse"	2
"discover"	6
"discovered"	16
"discovering"	3
"discovers"	1
"discovery"	3
"discredit"	2
"discredited"	4
"discreet"	1
"discrepancies"	1
"discretion"	2
"discriminate"	5
"discriminated"	2
"discrimination"	12
"discriminatory"	1
"discursive"	1
"discus"	2
"discuss"	16
"discussed"	15
"discussing"	7
"discussion"	12
"discussions"	16
"disdain"	2
"disdained"	1
"disease"	19
"diseased"	1
"diseases"	2
"disenfranchised"	2
"disengage"	1
"disengaged"	1
"disengagement"	1
"disfavored"	1
"disfigures"	1
"disfiguring"	1
"disgrace"	1
"disgraced"	1
"disgraceful"	1
"disguise"	3
"disguising"	1
"disgust"	2
"disgusting"	2
"dish"	1
"dishes"	1
"dishing"	1
"dishonest"	4
"disillusioned"	2
"disinclination"	1
"disinformation"	1
"dislike"	2
"disliked"	1
"dislocated"	1
"disloyal"	1
"disloyalty"	1
"dismal"	2
"dismantle"	1
"dismantling"	1
"dismay"	1
"dismayed"	2
"dismembered"	1
"dismiss"	2
"dismissal"	3
"dismissed"	12
"dismissing"	2
"dismissive"	1
"disney"	17
"disobedience"	1
"disorder"	4
"disordered"	1
"disown"	1
"disparaging"	1
"disparate"	1
"dispassionate"	1
"dispatch"	3
"dispatched"	6
"dispatcher"	14
"dispatchers"	2
"dispatches"	1
"dispatching"	1
"dispel"	1
"dispelling"	1
"dispense"	1
"dispensers"	1
"dispensersdetails"	1
"dispensing"	1
"disperse"	2
"dispiriting"	1
"displace"	1
"display"	16
"displayable"	1
"displayed"	4
"displaying"	1
"displays"	4
"displeasure"	1
"disposable"	1
"disposal"	1
"disproportionate"	3
"disproportionately"	2
"dispute"	6
"disputed"	4
"disputes"	9
"disqualifiers"	1
"disquieting"	1
"disregarded"	1
"disregarding"	1
"disrepair"	2
"disreputable"	1
"disrepute"	2
"disrespect"	1
"disrespected"	3
"disrespectful"	3
"disrespects"	1
"disrupt"	2
"disrupted"	7
"disrupter"	1
"disrupting"	7
"disruption"	10
"disruptions"	1
"disruptive"	2
"dissatisfaction"	1
"dissatisfied"	1
"dissected"	1
"dissemination"	1
"dissent"	6
"dissented"	1
"dissenter"	1
"dissenting"	1
"dissertation"	1
"disservice"	2
"dissident"	1
"dissidents"	1
"dissipates"	1
"dissociative"	1
"dissolved"	1
"dissolving"	1
"dissuade"	3
"distance"	18
"distancing"	1
"distant"	4
"distaste"	2
"distasteful"	1
"distinct"	3
"distinction"	5
"distinctly"	1
"distinguish"	1
"distinguished"	1
"distort"	1
"distorted"	3
"distorting"	1
"distorts"	2
"distract"	2
"distracted"	3
"distracting"	1
"distraction"	1
"distraught"	1
"distress"	2
"distressed"	3
"distressingly"	1
"distribute"	2
"distributed"	5
"distributing"	1
"distribution"	10
"distributor"	1
"distributors"	2
"district"	58
"districting"	1
"districts"	29
"distrust"	4
"disturbance"	1
"disturbances"	1
"disturbed"	3
"disturbing"	5
"disused"	1
"ditch"	2
"ditched"	1
"ditching"	1
"divaricates"	1
"dive"	2
"diverse"	19
"diversified"	2
"diversify"	2
"diversity"	8
"diverted"	1
"diverting"	2
"divide"	2
"divided"	10
"dividend"	1
"divides"	3
"divincenzo"	5
"divine"	9
"diving"	2
"division"	37
"divisions"	11
"divisive"	5
"divisiveness"	1
"divorc\u00e9"	1
"divorce"	5
"divorced"	5
"divulge"	1
"dixieland"	1
"dixon"	2
"dixons"	10
"dizzying"	1
"dj"	1
"djaziri"	1
"djokovic"	3
"djon"	1
"dl"	1
"dmarcus"	1
"dna"	7
"doba"	13
"doc"	1
"dock"	1
"dockery"	1
"dockerywhen"	1
"doctor"	11
"doctoral"	1
"doctored"	5
"doctors"	9
"doctrinal"	2
"doctrine"	3
"document"	6
"documentaries"	1
"documentary"	19
"documentation"	2
"documented"	8
"documents"	28
"docusign"	1
"dodger"	2
"dodgers"	5
"dodgy"	1
"doe"	1
"doesnt"	44
"dog"	14
"dogfight"	1
"dogged"	1
"dogon"	1
"dogs"	6
"dolan"	1
"dole"	1
"doling"	1
"doll"	3
"dollar"	13
"dollarama"	2
"dollaramas"	2
"dollars"	16
"dolls"	2
"dolly"	2
"dolores"	4
"dolphin"	1
"dolphins"	5
"dome"	2
"domed"	1
"domestic"	30
"domesticated"	1
"domi"	2
"dominance"	3
"dominancejames"	1
"dominant"	9
"dominated"	18
"dominating"	2
"domination"	1
"dominic"	1
"dominican"	2
"domino"	2
"dominoes"	1
"domis"	2
"donald"	59
"donated"	4
"donation"	5
"donations"	4
"done"	92
"doner"	1
"dong"	2
"doniyah"	2
"donna"	1
"donned"	1
"donning"	2
"donor"	3
"donors"	1
"donovan"	6
"donsie"	1
"dont"	95
"donte"	5
"doofuses"	1
"doomed"	3
"doon"	2
"door"	43
"doorbell"	4
"doorknob"	1
"doorman"	1
"doors"	13
"doorstep"	3
"dope"	1
"dopers"	2
"doping"	17
"dor\u00e9"	2
"dore"	1
"dorian"	1
"dorm"	2
"dormitory"	1
"dory"	1
"dose"	1
"doses"	1
"dossier"	1
"dost"	1
"dot"	2
"doting"	1
"dotted"	2
"douard"	1
"double"	67
"doubled"	6
"doublehoward"	1
"doubles"	7
"doubletree"	1
"doubling"	2
"doubly"	1
"doubt"	22
"doubted"	3
"doubters"	2
"doubtful"	2
"doubting"	1
"doubts"	4
"doucett"	1
"doug"	5
"dougherty"	1
"douglas"	113
"douglasville"	1
"doulgas"	1
"dour"	1
"doused"	2
"douthatnyt"	1
"douthatsince"	1
"dovish"	2
"dow"	2
"dowd"	18
"dowdmarch"	1
"dowling"	2
"downey"	2
"downfall"	2
"downgrade"	1
"downgraded"	4
"downgrading"	1
"downloadable"	1
"downplay"	1
"downpour"	1
"downright"	1
"downriver"	1
"downs"	5
"downside"	1
"downstairs"	1
"downtown"	44
"downward"	1
"dozen"	31
"dozens"	28
"dr"	125
"draft"	28
"drafted"	5
"drafting"	2
"drafts"	1
"draftswoman"	1
"drag"	2
"dragged"	3
"dragging"	3
"dragic"	3
"dragon"	2
"dragons"	1
"draiman"	1
"drain"	3
"drained"	2
"draining"	2
"drains"	1
"drakehanna"	1
"drama"	14
"dramaruntime"	1
"dramas"	1
"dramatic"	5
"dramatically"	6
"dramatizes"	1
"drank"	1
"drape"	3
"drapemarch"	1
"drastically"	6
"dratel"	3
"draudt"	1
"draw"	11
"drawer"	1
"drawers"	1
"drawing"	5
"drawings"	5
"drawn"	15
"draws"	4
"draylen"	4
"draymond"	1
"dread"	1
"dreadful"	1
"dream"	15
"dreamcoat"	1
"dreamed"	5
"dreamer"	3
"dreamers"	3
"dreaminess"	1
"dreaming"	3
"dreamlike"	1
"dreamliner"	1
"dreams"	8
"dreamscape"	1
"dreamy"	2
"dreary"	1
"dreck"	1
"dreich"	1
"drell"	1
"drells"	2
"dress"	6
"dressed"	6
"dresses"	1
"dressing"	2
"drew"	33
"dribble"	7
"dribbled"	1
"dried"	2
"drift"	1
"drifted"	1
"drifting"	1
"drill"	2
"drilled"	2
"drilling"	2
"drills"	5
"drink"	8
"drinker"	1
"drinking"	4
"drinks"	7
"drip"	3
"dripping"	2
"drive"	22
"driven"	23
"driver"	36
"driverless"	1
"drivers"	6
"drives"	9
"driveway"	3
"driveways"	1
"driving"	39
"droll"	1
"drone"	2
"drones"	2
"drop"	24
"dropped"	43
"dropping"	11
"drops"	1
"drought"	1
"droughts"	2
"drove"	15
"drowned"	7
"drowning"	6
"drowsily"	1
"drudge"	1
"drudgery"	1
"drug"	31
"drugs"	31
"drugstore"	1
"drummer"	2
"drums"	4
"drunk"	3
"drunkard"	2
"drunken"	2
"dry"	4
"dryly"	1
"du"	1
"duaa"	4
"duadu"	1
"dual"	5
"dubai"	2
"dubious"	2
"dublinanne"	1
"duc"	1
"duchess"	1
"duck"	3
"ducked"	2
"ducks"	25
"ducksoregon"	1
"dud"	2
"due"	25
"duel"	1
"dueling"	2
"duffy"	1
"dug"	1
"dugout"	7
"duh"	1
"duke"	89
"dukes"	14
"duly"	1
"dumars"	1
"dumb"	4
"dumbest"	1
"dummies"	1
"dump"	4
"dumped"	2
"dunbar"	5
"dunblane"	4
"duncan"	3
"dunk"	14
"dunked"	2
"dunker"	1
"dunks"	4
"dunn"	4
"duo"	2
"duos"	1
"duped"	1
"duplex"	2
"duplicated"	1
"durant"	11
"durham"	1
"durner"	1
"durov"	1
"durr"	10
"dusk"	2
"dust"	1
"dustin"	2
"dusty"	2
"dutch"	1
"duties"	5
"duty"	15
"duval"	9
"dwane"	2
"dwarf"	1
"dwell"	1
"dwelled"	1
"dwellers"	1
"dwelt"	2
"dwight"	6
"dwindled"	3
"dwindling"	2
"dwyane"	3
"dyer"	15
"dyerillustrated"	1
"dying"	14
"dyke"	2
"dykes"	1
"dylan"	5
"dylann"	4
"dynamic"	11
"dynamics"	3
"dynasty"	1
"dysfunctional"	2
"dysfunctions"	1
"dyspeptic"	1
"dyspeptically"	1
"dystopia"	1
"eachthe"	1
"eager"	5
"eagle"	3
"eagles"	5
"ear"	4
"earl"	2
"earlier"	101
"earliest"	3
"early"	140
"earmarked"	1
"earn"	16
"earned"	36
"earnest"	2
"earnestly"	1
"earnestness"	1
"earning"	6
"earnings"	13
"earshot"	1
"earth"	7
"earthquake"	3
"ease"	6
"eased"	1
"easier"	15
"easily"	13
"east"	54
"easter"	14
"eastern"	28
"eastlake"	1
"eastman"	5
"easton"	1
"eastwood"	1
"easy"	35
"eat"	14
"eaten"	1
"eating"	5
"eaton"	1
"eavis"	1
"eavisthe"	2
"ebb"	2
"ebenezer"	2
"eberhart"	3
"ebola"	1
"eccentrically"	1
"eccentricities"	1
"echo"	5
"echoes"	4
"echoing"	4
"eclipsed"	2
"ecological"	1
"economic"	34
"economical"	1
"economically"	4
"economics"	3
"economy"	10
"ecosystem"	1
"ecosystems"	1
"ecstasy"	2
"ecstatic"	1
"ecuador"	1
"ed"	27
"eddie"	5
"edelstone"	1
"eden"	2
"edge"	18
"edged"	2
"edges"	3
"edinburgh"	2
"edison"	6
"edit"	3
"edited"	11
"editing"	6
"edition"	30
"editions"	3
"editor"	43
"editorial"	11
"editorials"	1
"editors"	12
"edmonton"	2
"edna"	2
"edouard"	2
"edsall"	1
"edsallcrucial"	1
"edt"	1
"edu"	1
"eduardo"	1
"educate"	2
"educated"	33
"educating"	1
"education"	50
"educational"	4
"educations"	1
"educators"	3
"edward"	4
"edwards"	9
"ee"	2
"eels"	1
"eerie"	2
"eerily"	1
"effect"	14
"effecting"	1
"effective"	20
"effectively"	11
"effects"	24
"efficacy"	2
"efficiency"	3
"efficient"	3
"effigies"	1
"effigy"	1
"effort"	62
"efforts"	51
"eflirt"	1
"egalitarian"	1
"eganpope"	1
"egg"	3
"egged"	1
"eggs"	6
"egner"	1
"ego"	1
"egocentric"	1
"egos"	1
"egregious"	2
"egypt"	2
"egyptian"	2
"egyptians"	1
"egypts"	2
"eickhoff"	1
"eid"	8
"eiffel"	2
"eight"	139
"eighteen"	1
"eighth"	15
"eights"	1
"eighty"	1
"eiland"	1
"eileen"	1
"eisenberg"	1
"eisenhower"	1
"eisenman"	1
"either"	50
"eject"	1
"ejected"	1
"ejection"	1
"ek"	1
"ekholm"	1
"el"	3
"elaborate"	5
"elaborately"	1
"elaine"	2
"elastic"	1
"elated"	1
"elation"	1
"elbow"	6
"elbows"	1
"elder"	2
"elderly"	2
"elders"	1
"eldest"	1
"elect"	1
"elected"	22
"electing"	1
"election"	78
"electionpoisoning"	1
"elections"	41
"electoral"	1
