""	7
"crouching"	4
"crow"	4
"crowbar"	2
"crowd"	71
"crowded"	6
"crowder"	8
"crowders"	1
"crowdfire"	1
"crowdfund"	1
"crowdfunding"	1
"crowds"	45
"crowjanet"	1
"crowl"	1
"crown"	12
"crowneagency"	1
"crownheights"	3
"crowning"	1
"crownroyal"	4
"crowns"	2
"croydon"	1
"crphotographx"	1
"crt"	1
"crtv"	3
"crucessunnews"	2
"crucial"	3
"crucible"	1
"crucified"	1
"crucify"	2
"crucifying"	1
"crude"	2
"cruel"	4
"cruella"	1
"cruellaisdevine"	4
"cruhzbtpin"	1
"cruise"	4
"crumble"	2
"crunch"	10
"crunchy"	1
"crusade"	3
"crusader"	1
"cruse"	1
"crush"	4
"crushed"	1
"crushing"	3
"crustiest"	1
"crusty"	1
"crustyipad"	1
"cruz"	102
"cruzcrew"	1
"cruzes"	1
"cry"	22
"crybaby"	2
"crying"	26
"cryptobitlord"	1
"cryptocred"	1
"cryptocurrency"	1
"crystal"	5
"crystalkharmacharmz"	1
"crystals"	2
"cs"	1
"cscoop"	1
"csgo"	1
"csiangelique"	1
"csimmawx"	1
"csjayjbvni"	1
"cskapp"	1
"cskisback"	1
"cskvmi"	1
"cskvsmi"	1
"csleofxqrr"	1
"cspanwj"	2
"cspdtweetalong"	2
"cspqjvpdac"	1
"csr"	1
"cssmlsyllogism"	1
"cst"	5
"cstribune"	1
"csuooxddfq"	1
"cszfgimmvx"	1
"ct"	1
"cta"	1
"ctbvwrjknc"	1
"cthagod"	1
"cthecurator"	1
"ctisus"	1
"ctjpibtyrf"	1
"ctmodel"	1
"ctphotographer"	1
"ctrl"	1
"cts"	1
"ctshark"	1
"ctv"	3
"ctvatlantic"	1
"ctvnews"	1
"ctvtelevision"	1
"ctvtoronto"	1
"cub"	1
"cubs"	4
"cubscoutii"	1
"cucked"	2
"cuckold"	1
"cud"	2
"cuddling"	1
"cuddly"	1
"cue"	1
"cuffed"	1
"cuffleyontour"	1
"cuhstomss"	3
"cukur"	1
"cull"	1
"cullen"	2
"culminates"	1
"culmination"	1
"culpability"	3
"culprit"	3
"culprits"	4
"cult"	8
"cultist"	1
"cultists"	2
"cultural"	20
"culturally"	1
"culture"	17
"culwell"	1
"cum"	12
"cumtribute"	1
"cumulo"	1
"cunninghamnola"	1
"cunt"	12
"cuntry"	3
"cunts"	6
"cup"	14
"cupboard"	1
"cupcake"	1
"cupcakesnrap"	1
"cupid"	5
"cups"	1
"curators"	1
"curb"	2
"cure"	4
"curfew"	2
"curiosity"	3
"curious"	23
"curiously"	2
"curl"	1
"curlscentric"	1
"curly"	2
"currency"	1
"current"	22
"currently"	37
"curries"	1
"curry"	31
"currys"	4
"curse"	2
"curses"	1
"cursing"	2
"curtains"	1
"curtesy"	1
"curtisblowww"	1
"curtwaldrip"	1
"curvature"	1
"curve"	5
"curved"	6
"curvezinc"	1
"cus"	5
"cushing"	2
"cushingberry"	1
"cussing"	1
"custodian"	2
"custody"	24
"custom"	6
"customcontent"	1
"customer"	5
"customers"	7
"customized"	1
"customplatesvictoria"	1
"customs"	3
"cut"	46
"cute"	30
"cuteadi"	2
"cuteness"	1
"cutest"	2
"cutesy"	2
"cutie"	1
"cuties"	4
"cuting"	1
"cuts"	11
"cutscenes"	1
"cuttheshit"	1
"cutting"	13
"cuttingboard"	1
"cuttyric"	1
"cuxdjdkugi"	1
"cuyahoga"	1
"cuylle"	1
"cuz"	38
"cuzz"	1
"cv"	1
"cveijtqind"	1
"cvhaction"	1
"cvibpegwtu"	1
"cvilletigers"	1
"cvilletigersmbb"	1
"cvjitxwnle"	1
"cvmkppxhdn"	1
"cvmqutiizz"	1
"cvoguulcny"	1
"cvrahgcylq"	1
"cvyaellxev"	1
"cw"	1
"cwerdtpvsy"	1
"cwg"	2
"cwgs"	1
"cwiiiamsonmp"	1
"cwl"	2
"cwnhfvtzru"	1
"cwnxrdmfry"	2
"cwommfkfwg"	1
"cwpqcqjfpk"	1
"cwqmpxfuhl"	1
"cwrglvfxpw"	1
"cxffxnqard"	1
"cxhkjlysme"	1
"cxhorddd"	1
"cxjixkdtzl"	1
"cxlibrary"	2
"cxllsjsgqw"	1
"cxppqetwyj"	1
"cxrkbpousu"	1
"cxsqwthmrv"	1
"cxzovacjfz"	1
"cyajkypywb"	1
"cyanidebb"	1
"cyay"	1
"cyber"	10
"cyberbullying"	2
"cybercrime"	1
"cybersecurity"	1
"cycle"	12
"cyclearly"	1
"cycling"	4
"cydmtlixib"	1
"cygruss"	1
"cygtwmxcef"	1
"cylinder"	1
"cylinderphono"	1
"cymhczvkyv"	1
"cynacin"	1
"cynical"	2
"cynicism"	1
"cynimonogurui"	1
"cynthianixon"	9
"cypher"	2
"cyrilramaphosa"	1
"cyrusmmcqueen"	1
"cyrustoulabi"	1
"cyxxxcy"	1
"cz"	2
"czech"	2
"czeckeredpast"	1
"czrmsdagga"	1
"cztvxgzbsi"	1
"czvnjsunhx"	1
"da"	36
"daaaaaaaaa"	1
"daaaay"	1
"daaavld"	1
"daansahonsports"	1
"dab"	1
"dabang"	3
"dabangg"	1
"dabble"	1
"dabblydabs"	1
"daca"	5
"daccampofamily"	1
"daccsoc"	4
"dachu"	1
"dad"	44
"dada"	1
"dadabhai"	1
"daddy"	2
"daddys"	3
"dade"	2
"dadhominem"	1
"dadofthedecade"	1
"dads"	6
"daemonize"	1
"dafuk"	1
"dagenham"	1
"daggers"	3
"dagnydelinquent"	2
"dahir"	1
"dahlspils"	1
"dahyedb"	2
"daiki"	1
"daily"	48
"dailycaller"	4
"dailyexpress"	1
"dailymaverick"	1
"dailymirror"	5
"dailymishapics"	1
"dailysignal"	13
"dailysouthtown"	1
"dailywire"	1
"dain"	1
"dairyqueen"	6
"daisuke"	2
"daisy"	3
"daisyleexxx"	1
"dajbksfpil"	1
"dajbrzgofv"	1
"dakotabluegirl"	2
"dakotaz"	1
"dalailama"	2
"dalapathi"	1
"daldal"	1
"dale"	2
"dalegerrard"	1
"dalepersky"	1
"dales"	1
"dallas"	9
"dallashogue"	1
"dallasnagata"	1
"dalucsunmm"	1
"dalziel"	1
"dam"	8
"dama"	1
"damage"	44
"damaged"	1
"damascus"	2
"damb"	1
"dame"	1
"damian"	2
"damien"	1
"damion"	1
"damm"	3
"dammit"	4
"dammsame"	1
"damn"	84
"damned"	2
"damnit"	1
"damnson"	1
"damon"	1
"damonwon"	1
"damp"	1
"damselindistress"	1
"damyean"	1
"dan"	8
"dana"	2
"danabrams"	2
"danagpdx"	1
"danamyx"	1
"danartman"	1
"danas"	1
"danascottlo"	1
"danayalamir"	1
"danbidondi"	1
"danbilzerian"	1
"dance"	29
"dancehall"	2
"dancemarathon"	1
"dancer"	1
"dancers"	3
"dances"	1
"dancesippydance"	1
"dancing"	10
"dandelions"	2
"dandorproperty"	1
"danegamesyt"	1
"danelioyd"	1
"danelius"	1
"danforpd"	1
"danforth"	1
"dang"	2
"danger"	37
"dangerous"	69
"dangerously"	6
"dangers"	6
"dangitsalty"	2
"dangoss"	2
"danhecho"	1
"daniecal"	1
"daniel"	11
"danielbearman"	1
"danielbrenner"	1
"danielle"	1
"danielleanjax"	3
"danielmarven"	2
"danielnoree"	1
"daniels"	7
"danielshaver"	1
"danielsuarezg"	1
"danielteberian"	1
"danieltosh"	1
"danintheoutback"	1
"danipintob"	1
"daniritt"	1
"danish"	1
"dankmartens"	1
"dankmeme"	1
"dankmemes"	1
"danneelharris"	1
"danneelsangel"	2
"danneelsboo"	1
"danneelsidjit"	2
"dannemiller"	1
"danny"	5
"dannyasfar"	1
"dannydanon"	1
"dannygarib"	1
"dannyjamieson"	1
"dannyjohnjules"	1
"dannyleroux"	1
"dannymcmoomins"	1
"dannyv"	1
"danova"	1
"danoxochsner"	1
"danpfeiffer"	2
"danrodricks"	1
"danroodt"	1
"dans"	1
"dansefton"	1
"dansodergren"	1
"dantdm"	1
"dantecolle"	1
"danu"	2
"danville"	1
"danvilleva"	1
"danwolken"	1
"danyellekaster"	1
"danyelleshayla"	17
"daosorio"	1
"dapadon"	4
"dappypallycs"	1
"dapvid"	1
"darbydayxxx"	1
"darcy"	1
"dare"	15
"darealgreglopez"	1
"dared"	1
"dares"	1
"darindupree"	2
"daring"	1
"darintoliver"	1
"dario"	1
"darios"	2
"darius"	4
"dark"	39
"darkbehaviours"	1
"darkbluemonkey"	1
"darkest"	1
"darkroom"	1
"darkseanna"	1
"darksecretplace"	1
"darkshamasharan"	1
"darkshark"	2
"darkspiritside"	2
"darkstate"	1
"darktype"	1
"darleenclick"	1
"darlene"	1
"darling"	9
"darlingdressler"	1
"darlington"	1
"darn"	5
"darna"	1
"darobotics"	1
"darren"	4
"darrenjmeenan"	1
"darrenmoline"	1
"darrensands"	1
"darrenspace"	1
"darrow"	1
"darrylpdtkid"	1
"darrynbriggs"	3
"darshan"	2
"dart"	1
"dartboard"	1
"darternole"	1
"darth"	2
"darthrachel"	1
"darthyeroc"	1
"dartmouth"	1
"dartmouths"	1
"darts"	8
"darty"	1
"dartysp"	2
"darwin"	2
"darwinawards"	1
"darwins"	1
"darxvhcqfj"	1
"das"	4
"dasadarshan"	1
"dat"	7
"data"	14
"database"	6
"datboyjuniore"	1
"datdudejlj"	1
"date"	29
"dated"	3
"datedateline"	1
"dateline"	6
"datelinenbc"	1
"dates"	4
"dating"	3
"datishartman"	2
"datofreddy"	1
"daughter"	30
"daughters"	1
"dausdava"	1
"davazkz"	1
"davdiy"	3
"dave"	16
"daveanthony"	1
"davedo"	1
"davedufournba"	5
"davedunndee"	2
"davefreezer"	1
"daveharrisonbbc"	1
"davemeltzerwon"	1
"daveon"	1
"davethennumbers"	1
"davetheprint"	1
"daveweasel"	2
"daveyhiggins"	1
"davich"	1
"david"	155
"davidacavada"	1
"davidafrench"	2
"davidahoward"	2
"davidahussey"	1
"davidakin"	1
"davidapbarber"	1
"davidbergman"	1
"davidcamerahogg"	1
"davidericstan"	1
"davidhogg"	8
"davidhoggwash"	1
"davidjgray"	1
"davidkeyespmo"	2
"davidlammy"	4
"davidleslie"	1
"davidletterman"	1
"davidlimbaugh"	1
"davidlsims"	1
"davidlublin"	1
"davidmtodd"	2
"davidmweissman"	3
"davidndara"	1
"davidrazi"	1
"davidremnick"	1
"davids"	1
"davidsargent"	1
"davidshuster"	1
"davidtorressch"	1
"davidwade"	1
"davidwaynev"	1
"davidwohl"	3
"davie"	2
"davies"	4
"davis"	7
"davor"	1
"davy"	4
"davydawgg"	1
"davyperez"	2
"daw"	2
"dawahflex"	1
"dawg"	7
"dawn"	4
"dawnbutlerbrent"	1
"dawnresist"	2
"dawnsaffron"	3
"dawnwatland"	1
"dawon"	1
"dawww"	2
"dax"	1
"day"	523
"dayashankarpandey"	1
"daydream"	4
"dayjobvu"	1
"daylight"	4
"daynabeary"	1
"dayrit"	1
"days"	226
"daysoflbslyfe"	1
"daysofpalestine"	1
"daytime"	1
"dayum"	1
"dayyy"	1
"db"	2
"dbacks"	2
"dbargen"	1
"dbezrhytrc"	1
"dbgyt"	1
"dbihvxbdmp"	1
"dbl"	5
"dblackmountain"	1
"dbmain"	1
"dbongino"	9
"dbsuits"	1
"dc"	16
"dcappy"	1
"dcclan"	2
"dcclothesline"	4
"dccomics"	1
"dcexaminer"	5
"dchesterton"	1
"dchool"	1
"dcodrea"	1
"dddehsorpe"	1
"ddegea"	1
"ddevcedipi"	1
"ddint"	1
"ddkeels"	2
"ddlovato"	3
"ddnewslive"	1
"ddyshvazdq"	1
"ddzzliwiej"	1
"de"	40
"deaaron"	1
"dead"	369
"deadass"	5
"deadbwoydubey"	1
"deadlier"	1
"deadliest"	16
"deadline"	5
"deadlinewh"	2
"deadly"	77
"deadlygames"	2
"deadpool"	2
"deadpoolmovie"	1
"deadships"	1
"deadspin"	2
"deadwingdork"	1
"deaf"	1
"deafening"	6
"deal"	56
"dealer"	12
"dealers"	6
"dealership"	1
"dealing"	19
"deals"	5
"dealt"	3
"dealwithit"	1
"dean"	9
"deandre"	1
"deanejmiller"	1
"deanheller"	1
"deanmeminger"	1
"deanobeidallah"	2
"deanondraft"	3
"dear"	23
"dearauntcrabby"	3
"deardonaldjtrump"	1
"deargodwhatnow"	1
"dearth"	1
"death"	223
"deathmatch"	1
"deathnoteshawty"	1
"deaths"	94
"deathspankd"	1
"deathvalley"	1
"debacle"	1
"debalk"	2
"debatable"	2
"debate"	37
"debated"	1
"debates"	3
"debating"	6
"debattistaaaron"	1
"debbie"	2
"debolex"	1
"debrah"	1
"debramessing"	2
"debt"	3
"debunked"	6
"debunking"	1
"debunks"	1
"debut"	6
"debuted"	2
"dec"	5
"decade"	10
"decades"	19
"decapitated"	1
"decapitating"	1
"decatur"	4
"decay"	1
"deccabe"	1
"deceased"	8
"deceitful"	1
"deceived"	1
"deceivery"	1
"december"	5
"decency"	5
"decent"	29
"decently"	2
"deception"	1
"deceptive"	1
"dechipmeusgov"	1
"decide"	25
"decided"	35
"decidedly"	1
"decides"	6
"deciding"	3
"decision"	23
"decisions"	6
"decisive"	2
"deciswagtf"	1
"deck"	4
"decker"	1
"deckerstarfox"	1
"deckrstartastic"	1
"declanhoare"	1
"declaration"	1
"declare"	1
"declared"	5
"declares"	1
"declaring"	2
"declassified"	3
"decline"	3
"declined"	1
"declining"	6
"deco"	2
"decode"	1
"decommissioned"	1
"decomposing"	1
"deconstructed"	10
"decor"	2
"decorated"	1
"decorating"	1
"decoration"	1
"decoy"	1
"decrease"	2
"decreased"	1
"decreases"	1
"decreasing"	1
"decree"	1
"decrepit"	1
"decries"	1
"decry"	1
"decrying"	1
"dedicate"	1
"dedicated"	2
"dedicating"	1
"dedication"	5
"deduce"	2
"deducted"	1
"deed"	1
"deeeebo"	2
"deek"	1
"deemed"	2
"deeneslen"	1
"deep"	41
"deepa"	1
"deepak"	3
"deepecologygang"	2
"deepeddyvodka"	1
"deeper"	6
"deepflaw"	1
"deepgameres"	1
"deephouse"	1
"deepikapadukone"	6
"deeplorableinwv"	1
"deeply"	7
"deepstate"	3
"deepstatecabal"	1
"deepstatefan"	1
"deepstates"	1
"deer"	37
"deerfield"	2
"deers"	1
"deescalate"	5
"deescalated"	1
"deescalation"	2
"deewani"	1
"deezerbr"	1
"def"	27
"defamation"	1
"defamed"	1
"default"	2
"defconnewswire"	1
"defeat"	8
"defeats"	1
"defective"	1
"defects"	1
"defence"	11
"defenceless"	2
"defenceman"	2
"defend"	62
"defendant"	2
"defended"	11
"defender"	16
"defenders"	8
"defending"	39
"defends"	23
"defendtherock"	1
"defendthesecond"	2
"defense"	116
"defenseless"	6
"defenseman"	1
"defenses"	6
"defensible"	1
"defensive"	23
"defensively"	5
"defer"	2
"deferring"	1
"deffo"	1
"defiant"	3
"defiantly"	1
"deficient"	1
"deficit"	4
"deficitreduction"	2
"defied"	1
"defientely"	1
"defiladzec"	1
"define"	12
"defined"	5
"defines"	1
"definitely"	60
"definition"	21
"deflated"	1
"deflect"	6
"deflecting"	7
"deflection"	2
"deflects"	2
"defnotgg"	1
"defo"	1
"defund"	1
"defunded"	2
"defundplannedparenthood"	2
"defundpp"	2
"defuse"	1
"defy"	9
"deg"	1
"degenerate"	1
"degofreak"	10
"degrade"	2
"degraded"	2
"degraphs"	1
"degree"	14
"degrees"	8
"dehradun"	9
"dehumanisation"	1
"dehumanised"	1
"dehumanizing"	1
"deidradaviss"	1
"deidre"	1
"deionsanders"	1
"deitsch"	1
"deja"	1
"dejaegdy"	1
"dejaflu"	1
"dekalb"	1
"dekhne"	1
"dektol"	1
"del"	2
"delaneymunicy"	1
"delaneytarr"	14
"delariodeborah"	2
"delaware"	5
"delay"	5
"delayed"	2
"delaying"	1
"delbo"	2
"delco"	2
"delegation"	1
"delete"	8
"deleted"	5
"deletefacebooknow"	1
"deletes"	2
"deleting"	8
"delgado"	2
"delhi"	11
"deliberate"	16
"deliberately"	18
"deliberste"	1
"delight"	1
"delineate"	1
"delinquent"	1
"deliver"	1
"deliverance"	1
"delivered"	5
"delivering"	2
"delivery"	11
"delta"	3
"deltafaucet"	3
"deltafourtwo"	1
"deltas"	1
"deluded"	7
"delusion"	1
"delusional"	10
"delusions"	1
"delusionsal"	1
"delvincox"	1
"dem"	8
"demand"	22
"demanded"	4
"demanding"	4
"demands"	5
"demar"	10
"demarcus"	1
"demaret"	1
"dembele"	1
"demcorat"	1
"demean"	1
"demetriou"	1
"demhappy"	1
"demilitarizeschools"	1
"deminewaibum"	1
"deming"	1
"demise"	1
"demo"	3
"democracies"	1
"democracy"	4
"democracynow"	1
"democraps"	1
"democrat"	17
"democrates"	3
"democratic"	11
"democratically"	2
"democrats"	61
"demod"	1
"demographics"	1
"demoing"	1
"demolish"	1
"demolished"	1
"demolishing"	2
"demolition"	1
"demon"	3
"demoncrats"	1
"demonetisation"	1
"demonetization"	29
"demonetized"	3
"demonisation"	1
"demonitization"	1
"demonitized"	1
"demonize"	3
"demonizing"	1
"demonrats"	1
"demons"	1
"demonstrate"	14
"demonstrated"	1
"demonstrates"	5
"demonstrating"	2
"demonstration"	8
"demonstrations"	6
"demonstrators"	33
"demoralising"	1
"demotivation"	1
"dems"	28
"demwmtzzti"	2
"demyiah"	3
"den"	1
"denaamykaplan"	1
"denegrates"	1
"denial"	5
"denied"	18
"denier"	3
"denies"	6
"denigrate"	1
"deniseshrivell"	1
"denisethewriter"	2
"dennis"	2
"dennisgoodwin"	1
"denniskucinich"	1
"dennison"	2
"dennisviner"	1
"denny"	2
"denouement"	1
"denounce"	2
"denounced"	1
"denounces"	11
"dense"	2
"densoautoparts"	1
"dentist"	1
"dentistrywtlc"	2
"denton"	2
"denver"	5
"denverchannel"	1
"deny"	11
"denying"	1
"denysschaefer"	1
"deodorant"	1
"dep"	1
"departement"	1
"department"	18
"departments"	3
"departure"	2
"depend"	2
"dependent"	1
"depending"	9
"depends"	10
"depicted"	11
"depicting"	1
"deplorable"	4
"deplorablenay"	2
"deplorablepapa"	1
"deplorables"	1
"deplorableshay"	1
"deploriberal"	1
"deploy"	4
"deployed"	1
"deploying"	2
"deported"	98
"deporting"	2
"depot"	4
"depraved"	8
"depraveddave"	1
"depressants"	3
"depressed"	1
"depressing"	4
"depression"	2
"deprived"	1
"dept"	16
"depth"	11
"depths"	1
"deptofdefense"	2
"depts"	1
"deputies"	31
"deputy"	19
"deputymcelwain"	1
"der"	4
"derail"	2
"derailed"	2
"deranged"	6
"derangement"	1
"derby"	3
"derbyday"	2
"deregulating"	2
"derek"	4
"derekbard"	1
"derekbodnernba"	5
"derekcolwill"	1
"derekdusek"	1
"derflio"	1
"derickkestner"	3
"deriding"	1
"derived"	1
"dermamedic"	1
"derozan"	7
"derrenbrown"	1
"derry"	1
"derspiegel"	1
"derwent"	1
"des"	6
"descansogardens"	2
"descending"	1
"describe"	11
"described"	6
"describes"	5
"describing"	3
"description"	7
"desensitized"	1
"desert"	14
"deserve"	39
"deserved"	16
"deserves"	23
"deserving"	1
"design"	16
"designated"	2
"designates"	1
"designed"	25
"designer"	1
"designershay"	1
"designing"	4
"designkiller"	1
"designs"	2
"desire"	8
"desired"	4
"desiya"	1
"desk"	7
"desks"	1
"desmondcole"	1
"desmonddapena"	2
"desmondpalochi"	1
"despair"	1
"despairingedge"	2
"desperate"	12
"desperately"	6
"desperation"	3
"despicable"	15
"despise"	2
"despised"	1
"despite"	32
"desrve"	1
"destiny"	2
"destopj"	1
"destorm"	1
"destroy"	10
"destroyed"	12
"destroyer"	1
"destroying"	10
"destroys"	6
"destroysuperman"	1
"destructing"	1
"destruction"	4
"destructive"	1
"desync"	1
"det"	2
"detachment"	1
"detai"	1
"detail"	5
"detailed"	5
"details"	55
"detain"	2
"detained"	2
"detaining"	2
"detainment"	1
"detected"	1
"detecting"	1
"detective"	2
"detectives"	6
"detectors"	4
"detente"	1
"deter"	2
"deteriorating"	2
"determination"	4
"determine"	7
"determined"	8
"determining"	1
"deterred"	2
"deterrence"	2
"deterrent"	4
"detest"	2
"detestable"	1
"detonator"	2
"detrimental"	2
"detroit"	21
"detroitbasketball"	1
"detroitlionsire"	1
"detroitnews"	3
"detroits"	2
"deuce"	1
"dev"	6
"devalues"	1
"devastated"	2
"devastating"	10
"devastation"	2
"develop"	10
"developed"	10
"developer"	1
"developers"	3
"developing"	2
"development"	13
"developments"	4
"develops"	3
"devestated"	1
"deviant"	2
"deviates"	1
"deviating"	1
"device"	2
"devices"	4
"devil"	5
"devilpig"	1
"devils"	3
"devinnunes"	3
"devious"	2
"devireddyshashi"	1
"devised"	1
"devitt"	1
"devmusiccompany"	3
"devoid"	1
"devon"	10
"devonaire"	5
"devonscouts"	1
"devonte"	1
"devoted"	1
"devotion"	3
"devpvtltd"	3
"devqspylck"	1
"devs"	1
"dexhinton"	1
"dexter"	1
"dey"	4
"deyrmgcycq"	1
"df"	1
"dfbharvard"	2
"dfjbdctbyn"	1
"dfmzfesscd"	1
"dfs"	2
"dfsgreatagain"	1
"dfvyoadblf"	1
"dfw"	1
"dfxeiuatgu"	1
"dgaengaryu"	1
"dgaf"	1
"dgdfuaolbc"	1
"dggixknvpr"	1
"dggoeciirt"	1
"dgpprbiixg"	1
"dgse"	1
"dgsiausarmy"	1
"dgvreiman"	2
"dhabi"	1
"dhaga"	3
"dhagren"	1
"dhahikhalfan"	1
"dhanush"	2
"dhanushkraja"	2
"dhanushs"	1
"dhanyarajendran"	2
"dharam"	1
"dharmadurai"	1
"dhartk"	1
"dhawan"	4
"dhevani"	1
"dho"	1
"dhobi"	1
"dhogg"	1
"dhoggnarcissist"	1
"dhol"	1
"dhos"	1
"dhpierson"	1
"dhqqszmdfs"	1
"dhs"	2
"dhsgov"	1
"dhworldwide"	1
"di"	3
"diabetes"	1
"diabolical"	1
"diachydai"	1
"diagnosed"	2
"diagnostic"	1
"diagonally"	1
"dial"	1
"dialed"	1
"dialled"	1
"diallinglucifer"	1
"dialog"	2
"dialogue"	2
"diameter"	1
"diamond"	2
"diamondandsilk"	1
"diamondback"	1
"diamondpuffer"	1
"diana"	1
"diaries"	3
"diarrhea"	1
"diaryofatexan"	2
"dias"	1
"diaspora"	1
"diatribes"	1
"diauheerfh"	1
"dibkagalko"	1
"dibxmloiin"	1
"dice"	35
"dices"	2
"dichotomy"	1
"dicing"	1
"dick"	29
"dicker"	1
"dickey"	2
"dickeys"	2
"dickhead"	1
"dickheads"	2
"dickienadmire"	1
"dicking"	1
"dickinson"	1
"dickkickley"	1
"dicks"	5
"dickus"	1
"dickys"	1
"dictate"	1
"dictated"	1
"dictates"	1
"dictator"	1
"dictionary"	4
"diddle"	1
"diddy"	2
"didi"	1
"didnt"	207
"didonato"	1
"didthesixerswin"	1
"die"	105
"died"	104
"diego"	4
"diegoclaramunt"	1
"diegogrt"	1
"diegopomares"	1
"dieing"	2
"diendrus"	1
"dier"	3
"dies"	42
"diet"	1
"dietrying"	6
"dif"	2
"diff"	4
"differ"	4
"difference"	50
"differences"	5
"different"	121
"differently"	12
"differing"	2
"difficult"	13
"difficulties"	2
"difficulty"	4
"difjfofo"	1
"dig"	4
"digg"	3
"digging"	2
"diggs"	4
"digit"	1
"digital"	25
"digitalarun"	2
"digitally"	1
"digitalmarketing"	1
"digitalnomad"	2
"digitalnothing"	1
"digits"	2
"dignity"	3
"digress"	1
"digs"	1
"digweed"	1
"diiszfgiyi"	1
"dijk"	1
"dikeos"	1
"dikhao"	1
"dilemma"	1
"diligent"	1
"diligently"	2
"dillemas"	1
"dillon"	2
"dillonliam"	1
"dilraju"	2
"dim"	1
"dima"	1
"dimes"	3
"dimfilipovic"	3
"diminish"	2
"dimlib"	1
"dimonique"	1
"dimwit"	1
"din"	1
"dindino"	1
"dindu"	1
"dine"	1
"diner"	3
"dinero"	1
"dineshdsouza"	4
"ding"	2
"dining"	2
"dinlisear"	1
"dinner"	26
"dinners"	1
"dinnor"	1
"dino"	1
"dinosaur"	1
"dinosaurs"	2
"dint"	1
"diontadefreeze"	1
"dior"	12
"diouf"	1
"dip"	2
"dipcrew"	1
"dipo"	1
"dipping"	1
"dippings"	1
"dipshit"	1
"diqygixgvd"	1
"dir"	2
"dire"	2
"direct"	16
"directed"	12
"directedbywomen"	1
"directing"	6
"direction"	16
"directions"	3
"directly"	17
"director"	17
"directoranis"	1
"directors"	3
"directv"	2
"direk"	1
"dirisa"	1
"dirk"	3
"dirqhdgvmo"	1
"dirt"	2
"dirtbag"	1
"dirtier"	1
"dirtiest"	1
"dirty"	16
"dirtydonald"	1
"dirtye"	1
"dis"	8
"disabilities"	2
"disability"	7
"disabilitychall"	1
"disable"	3
"disabled"	8
"disabledusnvet"	2
"disabling"	1
"disagree"	34
"disagreeing"	2
"disagreement"	3
"disagrees"	2
"disallows"	1
"disanddat"	1
"disappear"	6
"disappeared"	32
"disappearing"	4
"disappoint"	2
"disappointed"	17
"disappointing"	9
"disarm"	17
"disarmament"	1
"disarmed"	6
"disarming"	4
"disaster"	4
"disastrous"	3
"disavow"	1
"disbanned"	1
"disbelief"	1
"disc"	1
"discharge"	4
"discharged"	3
"discharges"	2
"dischord"	1
"disciples"	1
"discipline"	21
"disciplined"	2
"disciplining"	1
"disclaimer"	1
"disclose"	1
"disclosure"	2
"disco"	1
"disconcerting"	1
"discontent"	1
"discontinue"	1
"discord"	6
"discordapp"	1
"discount"	3
"discounted"	1
"discounting"	2
"discourage"	4
"discouraged"	1
"discourse"	1
"discover"	3
"discovered"	6
"discovering"	1
"discovery"	1
"discredit"	3
"discredited"	1
"discrediting"	1
"discrepancies"	1
"discrete"	3
"discretion"	1
"discriminating"	1
"discrimination"	2
"discuss"	24
"discussed"	2
"discusses"	2
"discussing"	11
"discussion"	12
"discussions"	1
"disease"	7
"disempowering"	1
"disengage"	1
"disengaged"	1
"disengenuous"	1
"disgrace"	14
"disgraceful"	5
"disgracefully"	1
"disgruntled"	6
"disguised"	2
"disgusted"	4
"disgusting"	35
"dish"	2
"disharm"	1
"disheartening"	2
"dished"	3
"dishes"	4
"dishindays"	1
"dishtv"	1
"disinformation"	2
"disingenuous"	3
"disintegrating"	1
"disk"	1
"dislabers"	1
"dislerfrank"	1
"dislike"	7
"disliked"	1
"dislocated"	1
"dismantle"	2
"dismantling"	1
"dismay"	2
"dismayed"	1
"dismiss"	1
"dismisses"	2
"disney"	34
"disneyland"	3
"disobedience"	1
"disobeying"	1
"disorder"	4
"disorienting"	1
"disowned"	1
"disparities"	2
"dispatch"	3
"dispatchers"	1
"dispatches"	1
"dispicable"	1
"display"	5
"displayed"	1
"displaying"	2
"displays"	3
"dispoportionate"	1
"disposable"	1
"disposal"	1
"dispose"	1
"disposition"	1
"dispossessing"	1
"disproportionate"	4
"disproportionately"	3
"dispute"	1
"disputed"	3
"disputes"	2
"disputing"	1
"disregard"	2
"disregards"	2
"disrespect"	8
"disrespected"	2
"disrespectful"	7
"disrespectfully"	1
"disrespecting"	2
"disrobe"	1
"disruptive"	1
"diss"	1
"dissecting"	1
"dissemination"	1
"dissertation"	2
"dissidents"	1
"dissipators"	1
"dissolves"	1
"dissonance"	1
"dissuade"	1
"dist"	1
"distance"	31
"distances"	2
"distant"	2
"distict"	1
"distinct"	1
"distinction"	2
"distinguish"	5
"distinguishable"	2
"distinguished"	3
"distinguishing"	1
"distnite"	1
"distopian"	1
"distorting"	1
"distortion"	1
"distract"	3
"distracted"	2
"distracting"	1
"distraction"	8
"distractions"	1
"distraught"	1
"distressed"	2
"distribute"	1
"distributed"	2
"distribution"	1
"distributor"	2
"distributors"	2
"district"	40
"districtdarrell"	1
"districts"	1
"distrokid"	1
"distroy"	1
"distrubing"	1
"disturbed"	13
"disturbeddean"	1
"disturbing"	15
"ditaeyewear"	1
"ditch"	1
"ditches"	1
"ditkcvaksb"	1
"dito"	1
"diva"	4
"divan"	1
